src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,duration_sec,packets_per_sec,bytes_per_sec,syn_count,ack_count,fin_count,rst_count,label
172.20.10.4,199.232.41.55,52809,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
34.8.7.18,172.20.10.4,443,55093,TCP,1,54,0.000,1.000,54.000,0,1,1,0,normal
172.20.10.1,172.20.10.4,53,65013,UDP,1,164,0.000,1.000,164.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,58121,UDP,1,211,0.000,1.000,211.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,65013,53,UDP,1,83,0.000,1.000,83.000,0,0,0,0,normal
52.20.211.222,172.20.10.4,443,61531,TCP,13,5005,1.000,13.002,5005.613,1,13,0,0,normal
172.20.10.4,34.8.7.18,55093,443,TCP,2,108,0.293,6.827,368.656,0,2,1,0,normal
172.20.10.4,172.20.10.1,58121,53,UDP,1,83,0.000,1.000,83.000,0,0,0,0,normal
199.232.41.55,172.20.10.4,443,52809,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
172.20.10.4,140.82.121.4,61535,443,TCP,16,3276,1.012,15.816,3238.304,1,15,1,1,normal
20.44.10.123,172.20.10.4,443,50454,TCP,1,54,0.000,1.000,54.000,0,1,1,0,normal
172.20.10.4,20.44.10.123,50454,443,TCP,2,108,0.000,55865.922,3016759.777,0,2,1,0,normal
172.20.10.4,15.197.213.252,64565,443,TCP,1,54,0.000,1.000,54.000,0,1,0,0,normal
140.82.112.21,172.20.10.4,443,61532,TCP,23,7986,1.574,14.612,5073.681,1,22,1,1,normal
172.20.10.4,104.208.16.92,64995,443,TCP,56,53375,8.201,6.828,6508.260,1,55,1,0,normal
172.20.10.1,172.20.10.4,53,58799,UDP,1,212,0.000,1.000,212.000,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,58799,53,UDP,1,118,0.000,1.000,118.000,0,0,0,0,normal
172.20.10.4,140.82.112.21,52751,443,TCP,460,514613,15.643,29.406,32896.951,1,459,1,1,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,58799,UDP,1,232,0.000,1.000,232.000,0,0,0,0,normal
140.82.112.21,172.20.10.4,443,52751,TCP,350,55372,15.643,22.374,3539.690,1,350,1,0,normal
172.20.10.4,140.82.112.21,61532,443,TCP,24,24245,1.574,15.248,15403.406,1,23,1,0,normal
172.20.10.4,172.20.10.1,58799,53,UDP,1,98,0.000,1.000,98.000,0,0,0,0,normal
15.197.213.252,172.20.10.4,443,64565,TCP,1,90,0.000,1.000,90.000,0,1,0,0,normal
104.208.16.92,172.20.10.4,443,64995,TCP,42,9540,7.888,5.324,1209.413,1,42,1,0,normal
104.208.16.92,172.20.10.4,443,54615,TCP,4,264,6.322,0.633,41.760,4,4,0,0,normal
140.82.121.4,172.20.10.4,443,61535,TCP,17,5499,1.012,16.804,5435.715,1,15,1,2,normal
15.197.213.252,172.20.10.4,443,63526,TCP,3,202,0.000,329670.330,22197802.198,0,3,0,0,normal
172.20.10.4,142.251.150.119,50766,443,UDP,53,20716,285.979,0.185,72.439,0,0,0,0,normal
140.82.112.21,172.20.10.4,443,61536,TCP,111,12738,1.584,70.089,8043.141,1,110,1,1,normal
172.20.10.4,140.82.112.21,61536,443,TCP,115,158926,1.584,72.614,100350.354,1,114,1,0,normal
172.20.10.4,52.104.144.41,56180,443,TCP,2,108,0.000,210526.316,11368421.053,0,2,1,0,normal
172.20.10.4,15.197.213.252,63526,443,TCP,2,192,0.000,1176470.588,112941176.471,0,2,0,0,normal
52.104.144.41,172.20.10.4,443,56180,TCP,1,54,0.000,1.000,54.000,0,1,1,0,normal
172.20.10.4,199.232.41.55,63937,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
199.232.41.55,172.20.10.4,443,63937,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
142.250.129.83,172.20.10.4,443,55601,TCP,3,247,15.284,0.196,16.161,0,3,1,0,normal
172.20.10.4,142.250.129.83,55601,443,TCP,3,163,15.284,0.196,10.665,0,3,1,0,normal
142.251.150.119,172.20.10.4,443,50766,UDP,38,4202,293.745,0.129,14.305,0,0,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,49581,UDP,1,185,0.000,1.000,185.000,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,57411,53,UDP,1,92,0.000,1.000,92.000,0,0,0,0,normal
130.211.16.53,172.20.10.4,443,59138,UDP,10,4233,0.281,35.647,15089.505,0,0,0,0,normal
172.20.10.4,104.208.16.92,64392,443,TCP,49,52619,6.747,7.263,7798.902,1,48,1,0,normal
130.211.30.54,172.20.10.4,443,62679,UDP,290,366108,1.299,223.163,281730.243,0,0,0,0,normal
172.20.10.4,130.211.16.53,59138,443,UDP,11,5103,0.251,43.754,20298.071,0,0,0,0,normal
172.20.10.4,130.211.16.53,61953,443,TCP,7,2179,0.251,27.846,8668.169,1,6,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,53862,UDP,1,185,0.000,1.000,185.000,0,0,0,0,normal
192.178.223.188,172.20.10.4,5228,53560,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
130.211.16.53,172.20.10.4,443,61953,TCP,8,6156,0.148,54.006,41557.866,1,8,0,0,normal
140.82.112.21,172.20.10.4,443,52897,TCP,215,40437,8.296,25.917,4874.373,1,215,1,0,normal
172.20.10.4,185.199.110.154,52227,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,63352,UDP,1,122,0.000,1.000,122.000,0,0,0,0,normal
104.208.16.92,172.20.10.4,443,64392,TCP,36,8996,6.747,5.336,1333.342,1,36,1,0,normal
172.20.10.4,34.117.201.170,54037,443,UDP,7,4696,0.103,67.826,45501.319,0,0,0,0,normal
172.20.10.4,192.178.223.188,53560,5228,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,58751,53,UDP,1,95,0.000,1.000,95.000,0,0,0,0,normal
172.20.10.4,140.82.112.21,52897,443,TCP,246,269719,8.432,29.175,31987.802,1,245,1,1,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,57411,UDP,1,108,0.000,1.000,108.000,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,49581,53,UDP,1,95,0.000,1.000,95.000,0,0,0,0,normal
185.199.110.154,172.20.10.4,443,52227,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
34.117.201.170,172.20.10.4,443,54037,UDP,8,3781,0.103,77.490,36623.650,0,0,0,0,normal
172.20.10.4,130.211.30.54,62679,443,UDP,76,8645,1.300,58.484,6652.504,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,53862,53,UDP,1,92,0.000,1.000,92.000,0,0,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,58751,UDP,1,111,0.000,1.000,111.000,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,63352,53,UDP,1,106,0.000,1.000,106.000,0,0,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,50580,UDP,2,338,26.830,0.075,12.598,0,0,0,0,normal
172.20.10.4,20.254.1.203,62678,443,TCP,2,108,0.000,833333.333,45000000.000,0,2,1,0,normal
172.20.10.4,140.82.112.22,61954,443,TCP,20,15824,1.380,14.492,11466.254,1,19,1,0,normal
20.254.1.203,172.20.10.4,443,62678,TCP,1,54,0.000,1.000,54.000,0,1,1,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,50309,UDP,1,246,0.000,1.000,246.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,50580,UDP,1,212,0.000,1.000,212.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,50580,53,UDP,1,98,0.000,1.000,98.000,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,50309,53,UDP,1,109,0.000,1.000,109.000,0,0,0,0,normal
135.225.243.52,172.20.10.4,443,55434,TCP,1,94,0.000,1.000,94.000,0,1,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,50580,53,UDP,2,208,26.830,0.075,7.752,0,0,0,0,normal
172.20.10.4,135.225.243.52,55434,443,TCP,2,159,0.000,240963.855,19156626.506,0,2,0,0,normal
172.20.10.4,20.189.173.23,61955,443,TCP,27,20484,1.380,19.564,14842.746,1,26,1,1,normal
140.82.112.22,172.20.10.4,443,61954,TCP,17,7662,1.380,12.319,5552.064,1,16,1,1,normal
20.189.173.23,172.20.10.4,443,61955,TCP,23,6083,1.380,16.666,4407.851,1,23,1,0,normal
172.20.10.4,140.82.112.22,61956,443,TCP,66,85250,1.425,46.331,59843.602,1,65,1,0,normal
140.82.112.22,172.20.10.4,443,61956,TCP,63,10146,1.425,44.224,7122.194,1,62,1,1,normal
77.214.51.18,172.20.10.4,443,62686,TCP,1,54,0.000,1.000,54.000,0,1,0,1,normal
77.214.51.18,172.20.10.4,443,62681,TCP,1,54,0.000,1.000,54.000,0,1,0,1,normal
77.214.51.18,172.20.10.4,443,62683,TCP,1,54,0.000,1.000,54.000,0,1,0,1,normal
172.20.10.4,4.176.49.0,62677,443,TCP,2,108,0.000,500000.000,27000000.000,0,2,1,0,normal
199.232.41.55,172.20.10.4,443,52809,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
172.20.10.4,199.232.41.55,52809,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.4,52.20.211.222,61531,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
4.176.49.0,172.20.10.4,443,62677,TCP,1,54,0.000,1.000,54.000,0,1,1,0,normal
52.20.211.222,172.20.10.4,443,61531,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
172.20.10.4,172.20.10.1,57327,53,UDP,1,88,0.000,1.000,88.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,49735,53,UDP,1,88,0.000,1.000,88.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,51777,UDP,1,186,0.000,1.000,186.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,61534,UDP,1,250,0.000,1.000,250.000,0,0,0,0,normal
172.20.10.4,68.219.99.63,61949,443,TCP,8,2430,0.295,27.103,8232.405,1,7,0,0,normal
172.20.10.4,172.20.10.1,52852,53,UDP,1,101,0.000,1.000,101.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,52777,UDP,1,104,0.000,1.000,104.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,57532,53,UDP,1,97,0.000,1.000,97.000,0,0,0,0,normal
172.20.10.4,142.250.140.103,55655,443,UDP,10,4751,0.044,225.670,107215.797,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,55322,UDP,1,269,0.000,1.000,269.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,49735,UDP,1,256,0.000,1.000,256.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,49764,53,UDP,1,97,0.000,1.000,97.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,57521,UDP,1,195,0.000,1.000,195.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,57532,UDP,1,195,0.000,1.000,195.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,55322,53,UDP,1,101,0.000,1.000,101.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,50194,53,UDP,1,82,0.000,1.000,82.000,0,0,0,0,normal
172.20.10.4,68.219.99.63,59461,443,TCP,8,2360,0.295,27.102,7995.216,1,7,0,0,normal
172.20.10.1,172.20.10.4,53,51836,UDP,1,189,0.000,1.000,189.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,50194,UDP,1,180,0.000,1.000,180.000,0,0,0,0,normal
68.219.99.63,172.20.10.4,443,59461,TCP,10,6000,0.295,33.880,20327.792,1,10,0,0,normal
172.20.10.1,172.20.10.4,53,49764,UDP,1,265,0.000,1.000,265.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,56885,53,UDP,1,97,0.000,1.000,97.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,51836,53,UDP,1,91,0.000,1.000,91.000,0,0,0,0,normal
68.219.99.63,172.20.10.4,443,61949,TCP,10,6024,0.295,33.880,20409.325,1,10,0,0,normal
172.20.10.4,172.20.10.1,65152,53,UDP,1,91,0.000,1.000,91.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,52777,53,UDP,1,88,0.000,1.000,88.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,61534,53,UDP,1,82,0.000,1.000,82.000,0,0,0,0,normal
142.250.140.103,172.20.10.4,443,55655,UDP,14,7234,0.181,77.387,39986.712,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,56885,UDP,1,265,0.000,1.000,265.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,57327,UDP,1,138,0.000,1.000,138.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,51777,53,UDP,1,88,0.000,1.000,88.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,57521,53,UDP,1,97,0.000,1.000,97.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,52852,UDP,1,199,0.000,1.000,199.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,65152,UDP,1,259,0.000,1.000,259.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,54433,53,UDP,1,75,0.000,1.000,75.000,0,0,0,0,normal
142.251.29.95,172.20.10.4,443,59302,UDP,11,9260,0.103,107.212,90253.235,0,0,0,0,normal
172.20.10.4,172.20.10.1,62716,53,UDP,1,74,0.000,1.000,74.000,0,0,0,0,normal
142.251.29.101,172.20.10.4,443,65140,UDP,19,7878,20.257,0.938,388.896,0,0,0,0,normal
172.20.10.4,77.214.51.18,62688,443,TCP,2,108,0.000,127388.535,6878980.892,0,2,1,1,normal
172.20.10.4,172.20.10.1,53262,53,UDP,1,80,0.000,1.000,80.000,0,0,0,0,normal
77.214.52.141,172.20.10.4,443,62235,UDP,464,590724,1.343,345.453,439800.123,0,0,0,0,normal
13.69.68.64,172.20.10.4,443,55475,TCP,12,7727,26.424,0.454,292.419,1,12,0,0,normal
172.20.10.1,172.20.10.4,53,55608,UDP,1,124,0.000,1.000,124.000,0,0,0,0,normal
fe80::8ae0:16c6:8a25:e6dd,fe80::f871:a6ff:fecc:2464,50153,53,UDP,1,112,0.000,1.000,112.000,0,0,0,0,normal
13.227.180.4,172.20.10.4,443,64151,TCP,38,3914,342.906,0.111,11.414,0,38,0,0,normal
172.20.10.1,172.20.10.4,53,62317,UDP,1,147,0.000,1.000,147.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,52827,53,UDP,1,75,0.000,1.000,75.000,0,0,0,0,normal
172.20.10.4,77.214.53.142,53158,443,UDP,8,3129,0.139,57.392,22447.261,0,0,0,0,normal
172.217.76.132,172.20.10.4,443,51952,UDP,68,64973,10.139,6.707,6408.404,0,0,0,0,normal
142.250.129.19,172.20.10.4,443,63756,TCP,25,15668,1.371,18.239,11431.053,1,25,0,0,normal
172.20.10.4,172.20.10.1,52138,53,UDP,1,79,0.000,1.000,79.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,62179,UDP,1,159,0.000,1.000,159.000,0,0,0,0,normal
172.20.10.4,199.232.41.55,63937,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.4,172.20.10.1,55627,53,UDP,1,97,0.000,1.000,97.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,55102,UDP,1,91,0.000,1.000,91.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,54601,53,UDP,1,71,0.000,1.000,71.000,0,0,0,0,normal
172.20.10.4,13.69.68.64,55475,443,TCP,12,4918,26.424,0.454,186.115,1,11,0,0,normal
199.232.41.55,172.20.10.4,443,63937,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
172.20.10.1,172.20.10.4,53,56374,UDP,1,151,0.000,1.000,151.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,52577,53,UDP,1,86,0.000,1.000,86.000,0,0,0,0,normal
172.20.10.4,142.250.140.138,58557,443,UDP,8,4866,2.004,3.992,2428.427,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,55627,UDP,1,147,0.000,1.000,147.000,0,0,0,0,normal
77.214.53.142,172.20.10.4,443,53158,UDP,9,7194,0.000,362903.226,290080645.161,0,0,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,55514,UDP,1,280,0.000,1.000,280.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,60121,UDP,1,114,0.000,1.000,114.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,52062,53,UDP,1,91,0.000,1.000,91.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,52300,49249,TCP,34,10812,349.410,0.097,30.944,0,34,0,0,normal
172.20.10.1,172.20.10.4,53,52138,UDP,1,153,0.000,1.000,153.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,58052,UDP,1,153,0.000,1.000,153.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,49745,UDP,1,199,0.000,1.000,199.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,61333,53,UDP,1,71,0.000,1.000,71.000,0,0,0,0,normal
142.250.151.94,172.20.10.4,443,58558,UDP,10,4920,0.000,201207.243,98993963.783,0,0,0,0,normal
142.250.151.95,172.20.10.4,443,55112,UDP,11,4760,0.143,76.658,33171.934,0,0,0,0,normal
172.20.10.4,172.20.10.1,65067,53,UDP,1,80,0.000,1.000,80.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,49309,53,UDP,1,77,0.000,1.000,77.000,0,0,0,0,normal
172.20.10.4,104.18.36.252,55008,443,TCP,59,7681,359.873,0.164,21.344,0,59,0,0,normal
130.211.30.54,172.20.10.4,443,55642,TCP,15,8236,1.000,14.994,8232.664,1,15,0,0,normal
13.107.246.44,172.20.10.4,443,62687,TCP,4,279,0.039,103.432,7214.410,0,4,1,0,normal
157.240.200.60,172.20.10.4,5222,63284,TCP,37,3572,335.855,0.110,10.636,0,37,0,0,normal
172.20.10.4,142.251.30.148,54666,443,TCP,11,3843,0.243,45.274,15816.924,1,10,0,0,normal
172.20.10.1,172.20.10.4,53,60014,UDP,1,136,0.000,1.000,136.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,62880,UDP,1,365,0.000,1.000,365.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,62179,53,UDP,1,95,0.000,1.000,95.000,0,0,0,0,normal
68.219.99.63,172.20.10.4,443,61653,TCP,51,14340,31.525,1.618,454.883,1,51,0,0,normal
fe80::f871:a6ff:fecc:2464,fe80::8ae0:16c6:8a25:e6dd,53,50153,UDP,1,235,0.000,1.000,235.000,0,0,0,0,normal
172.20.10.4,142.250.117.136,59745,443,TCP,14,5220,0.171,81.778,30491.509,1,13,0,0,normal
172.20.10.4,142.251.29.95,56604,443,UDP,11,7322,1.072,10.264,6832.254,0,0,0,0,normal
34.8.7.18,172.20.10.4,443,53679,UDP,14,4223,28.383,0.493,148.786,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,49309,UDP,1,93,0.000,1.000,93.000,0,0,0,0,normal
172.20.10.4,104.208.16.92,61004,443,TCP,41,25251,60.439,0.678,417.795,1,40,0,0,normal
172.20.10.4,172.20.10.1,61578,53,UDP,1,75,0.000,1.000,75.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,61234,53,UDP,1,75,0.000,1.000,75.000,0,0,0,0,normal
13.69.116.109,172.20.10.4,443,55196,TCP,17,7890,1.016,16.729,7764.418,1,17,0,0,normal
172.20.10.4,142.251.29.95,61933,443,TCP,25,4620,14.036,1.781,329.165,1,24,0,0,normal
142.251.29.95,172.20.10.4,443,56604,UDP,14,5636,0.936,14.954,6020.247,0,0,0,0,normal
172.20.10.4,142.251.30.95,59048,443,UDP,69,9478,359.873,0.192,26.337,0,0,0,0,normal
172.20.10.4,172.20.10.1,54940,53,UDP,1,75,0.000,1.000,75.000,0,0,0,0,normal
104.18.36.252,172.20.10.4,443,55008,TCP,83,8541,359.873,0.231,23.733,0,83,0,0,normal
172.20.10.4,172.20.10.1,56064,53,UDP,1,71,0.000,1.000,71.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,59097,53,UDP,1,80,0.000,1.000,80.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,56844,UDP,1,88,0.000,1.000,88.000,0,0,0,0,normal
172.20.10.4,13.107.246.44,62687,443,TCP,3,162,0.000,422535.211,22816901.408,0,3,1,0,normal
172.20.10.1,172.20.10.4,53,54190,UDP,1,170,0.000,1.000,170.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,56911,53,UDP,1,74,0.000,1.000,74.000,0,0,0,0,normal
142.250.117.94,172.20.10.4,443,63999,UDP,31,22482,8.799,3.523,2554.946,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,59406,UDP,1,153,0.000,1.000,153.000,0,0,0,0,normal
172.20.10.4,142.250.140.94,57506,443,UDP,161,26176,21.468,7.500,1219.303,0,0,0,0,normal
172.20.10.4,142.250.140.103,60058,443,UDP,79,28937,32.077,2.463,902.124,0,0,0,0,normal
142.250.129.95,172.20.10.4,443,59222,TCP,16,8140,0.255,62.842,31971.030,1,16,0,0,normal
172.20.10.4,172.20.10.1,52647,53,UDP,1,77,0.000,1.000,77.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,63183,UDP,1,153,0.000,1.000,153.000,0,0,0,0,normal
199.232.41.55,172.20.10.4,443,55195,TCP,17,11252,0.986,17.246,11414.804,1,17,0,0,normal
13.107.246.44,172.20.10.4,443,62690,TCP,1,54,0.000,1.000,54.000,0,1,1,0,normal
172.20.10.4,52.146.136.33,61682,443,TCP,59,4266,362.898,0.163,11.755,0,59,0,0,normal
172.20.10.4,130.211.16.53,61953,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.4,216.239.32.223,59615,443,UDP,14,5451,0.129,108.682,42316.008,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,56064,UDP,1,183,0.000,1.000,183.000,0,0,0,0,normal
13.107.246.44,172.20.10.4,443,62691,TCP,1,54,0.000,1.000,54.000,0,1,1,0,normal
77.214.52.143,172.20.10.4,443,49340,UDP,17,8328,1.711,9.933,4866.214,0,0,0,0,normal
172.20.10.4,142.250.151.95,56600,443,UDP,15,9857,1.007,14.900,9791.319,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,61234,UDP,1,125,0.000,1.000,125.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,56188,UDP,1,165,0.000,1.000,165.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,52095,UDP,1,128,0.000,1.000,128.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,62317,53,UDP,1,97,0.000,1.000,97.000,0,0,0,0,normal
172.20.10.4,52.146.136.33,56916,443,TCP,59,4235,356.494,0.166,11.880,0,59,0,0,normal
192.178.223.188,172.20.10.4,5228,53560,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
172.20.10.4,192.178.223.139,50375,443,UDP,11,6786,0.171,64.264,39645.330,0,0,0,0,normal
172.20.10.4,157.240.200.60,63284,5222,TCP,35,3222,335.855,0.104,9.593,0,35,0,0,normal
172.20.10.4,13.107.246.44,62691,443,TCP,2,108,0.265,7.557,408.053,0,2,1,0,normal
130.211.16.53,172.20.10.4,443,61953,TCP,1,66,0.000,1.000,66.000,0,1,0,0,normal
172.20.10.1,172.20.10.4,53,52647,UDP,1,102,0.000,1.000,102.000,0,0,0,0,normal
172.20.10.4,142.251.29.119,61664,443,TCP,109,10377,8.581,12.702,1209.253,1,108,0,0,normal
172.20.10.1,172.20.10.4,53,65067,UDP,1,133,0.000,1.000,133.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,57120,UDP,1,112,0.000,1.000,112.000,0,0,0,0,normal
172.20.10.4,185.199.110.154,52227,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.4,172.20.10.1,54817,53,UDP,1,91,0.000,1.000,91.000,0,0,0,0,normal
172.20.10.4,77.214.52.141,62235,443,UDP,96,14617,1.343,71.473,10882.469,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,54940,UDP,1,91,0.000,1.000,91.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,49249,52300,TCP,68,15810,349.410,0.195,45.248,0,68,0,0,normal
172.20.10.4,172.20.10.1,64854,53,UDP,1,73,0.000,1.000,73.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,57154,UDP,1,96,0.000,1.000,96.000,0,0,0,0,normal
135.225.243.52,172.20.10.4,443,55434,TCP,2,148,0.000,285714.286,21142857.143,0,2,0,0,normal
172.20.10.4,172.20.10.1,49745,53,UDP,1,79,0.000,1.000,79.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,58775,UDP,1,102,0.000,1.000,102.000,0,0,0,0,normal
172.20.10.4,142.250.129.19,63756,443,TCP,18,8175,1.371,13.133,5964.367,1,17,0,0,normal
172.20.10.4,172.20.10.1,62880,53,UDP,1,75,0.000,1.000,75.000,0,0,0,0,normal
172.20.10.4,142.250.129.95,59222,443,TCP,12,3165,0.255,47.126,12429.493,1,11,0,0,normal
172.20.10.4,172.20.10.1,58775,53,UDP,1,86,0.000,1.000,86.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,62373,UDP,1,152,0.000,1.000,152.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,60121,53,UDP,1,82,0.000,1.000,82.000,0,0,0,0,normal
192.178.223.139,172.20.10.4,443,50375,UDP,13,5192,0.171,75.949,30332.914,0,0,0,0,normal
172.20.10.4,172.20.10.1,63183,53,UDP,1,97,0.000,1.000,97.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,53262,UDP,1,175,0.000,1.000,175.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,55102,53,UDP,1,75,0.000,1.000,75.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,56844,53,UDP,1,72,0.000,1.000,72.000,0,0,0,0,normal
142.251.29.95,172.20.10.4,443,61933,TCP,40,29040,14.016,2.854,2071.865,1,40,0,0,normal
142.251.29.119,172.20.10.4,443,61664,TCP,258,354689,9.590,26.903,36984.713,1,258,0,0,normal
142.251.30.156,172.20.10.4,443,56337,UDP,13,9995,0.165,78.780,60569.370,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,54817,UDP,1,203,0.000,1.000,203.000,0,0,0,0,normal
172.20.10.4,172.20.10.1,64489,53,UDP,1,83,0.000,1.000,83.000,0,0,0,0,normal
172.20.10.1,172.20.10.4,53,52827,UDP,1,132,0.000,1.000,132.000,0,0,0,0,normal
172.20.10.4,15.197.213.252,63526,443,TCP,1,55,0.000,1.000,55.000,0,1,0,0,normal
172.20.10.4,172.217.76.132,51952,443,UDP,44,9344,10.139,4.340,921.615,0,0,0,0,normal
172.20.10.4,172.20.10.1,57209,53,UDP,1,73,0.000,1.000,73.000,0,0,0,0,normal
172.20.10.4,142.250.117.91,62967,443,UDP,587,126631,27.032,21.715,4684.554,0,0,0,0,normal
